retailer_id,store_id,shipment_id,shipped_dttm,refund_id,refund_created_dttm,return_reason,return_kind,goods_sum,cogs_sum,retailer_sku,product_sku,master_category,parent_category,item_return_quantity,item_price,total_item_price,total_item_return_sum,total_item_sum,marking_system,order_state
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,560744,19820720,Все для выпечки и десертов,Бакалея,1.0,4.98,4.98,4.98,24.9,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,965177,19876290,"Мармелад, зефир, пастила",Сладости,2.0,36.98,36.98,73.96,73.96,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,814983,19830868,Томатная паста,"Соусы, специи и приправы",4.0,29.98,29.98,119.92,119.92,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,460028,19280129,Растительные масла,Бакалея,1.0,92.49,92.49,92.49,92.49,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,41045,24924834,Чай,"Чай, кофе, какао",1.0,229.49,229.49,229.49,229.49,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,560747,19820721,Все для выпечки и десертов,Бакалея,5.0,5.98,5.98,29.9,29.9,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,786046,134515,Приправы,"Соусы, специи и приправы",1.0,54.99,54.99,54.99,54.99,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,473535,20561327,Приправы,"Соусы, специи и приправы",1.0,54.99,54.99,54.99,54.99,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,87407,34686,Приправы,"Соусы, специи и приправы",2.0,33.49,33.49,66.98,66.98,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,473354,32895,Приправы,"Соусы, специи и приправы",1.0,39.9,39.9,39.9,39.9,,complete
15,260,2290678527162498793,2023-01-10T18:46:45,844756,2023-01-10T19:01:00,Недовоз,part,3902.59,3902.59,809891,15236675,Чай,"Чай, кофе, какао",1.0,99.9,99.9,99.9,99.9,,complete
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,567212,1547979,Йогурты,"Молочные продукты, яйца",2.0,59.99,59.99,119.98,119.98,"{mercury,chestny_znak}",canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,678380,22199741,Сыры,Сыры,1.0,69.99,69.99,69.99,69.99,"{mercury,chestny_znak}",canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,121130,1467067,Сыры,Сыры,1.0,94.99,94.99,94.99,94.99,"{mercury,chestny_znak}",canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,677149,22644997,Йогурты,"Молочные продукты, яйца",1.0,65.99,65.99,65.99,65.99,"{mercury,chestny_znak}",canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,31876,22482,Сыры,Сыры,1.0,89.99,89.99,89.99,89.99,"{mercury,chestny_znak}",canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,168210,30105,Свежие овощи,"Овощи, зелень, грибы",0.356,123.59,44.0,44.0,44.0,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,673309,23373034,"Печенье, пряники, вафли",Сладости,1.0,114.99,114.99,114.99,114.99,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,641644,20407049,Свежие овощи,"Овощи, зелень, грибы",1.0,89.99,89.99,89.99,89.99,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,654522,18794294,"Печенье, пряники, вафли",Сладости,1.0,49.99,49.99,49.99,49.99,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,11230,10712,Свежие фрукты,Фрукты и ягоды,1.072,89.99,96.47,96.47,96.47,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,172231,20407264,"Зелень, салаты, смеси","Овощи, зелень, грибы",0.418,189.99,79.42,79.42,79.42,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,41203,72224,Свежие овощи,"Овощи, зелень, грибы",0.462,287.89,133.01,133.01,133.01,,canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,273300,198981,Молоко,"Молочные продукты, яйца",1.0,90.1,90.1,90.1,90.1,"{mercury,chestny_znak}",canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,659894,131103,Колбасы,Колбасные изделия и мясные деликатесы,1.0,285.95,285.95,285.95,285.95,{mercury},canceled
8,131,4734051003389029769,,1719697,2023-05-26T18:27:55,Отмена заказа,full,1490.85,1280.15,677193,22644998,Йогурты,"Молочные продукты, яйца",1.0,65.99,65.99,65.99,65.99,"{mercury,chestny_znak}",canceled
1,104,8871281499813553772,2024-03-09T18:30:18,4752540,2024-03-10T15:23:51,Ошибка контента,part,2315.14,1991.56,206763,23301231,Мясо птицы,Мясо и птица,1.0,398.0,302.48,302.48,302.48,{mercury},complete
1,104,8871281499813553772,2024-03-09T18:30:18,4752540,2024-03-10T15:23:51,Ошибка контента,part,2315.14,1991.56,33334,1422732,Мясо птицы,Мясо и птица,1.0,269.02,269.02,269.02,269.02,{mercury},complete
1,104,8871281499813553772,2024-03-09T18:30:18,4752540,2024-03-10T15:23:51,Ошибка контента,part,2315.14,1991.56,639017,75624,Мясо птицы,Мясо и птица,1.0,445.01,422.76,422.76,422.76,{mercury},complete
8,369,1813222526734161945,2023-01-17T07:34:13,878374,2023-01-17T07:47:13,Качество товара,part,2073.32,1692.88,26417,1106258,Свежие овощи,"Овощи, зелень, грибы",0.634,124.89,79.18,79.18,79.18,,complete
8,369,1813222526734161945,2023-01-17T07:34:13,878371,2023-01-17T07:46:09,Качество товара,part,2073.32,1692.88,525353,1371323,Свежие фрукты,Фрукты и ягоды,1.0,100.03,100.03,100.03,100.03,,complete
8,783,7760698037129420456,2023-05-12T11:50:13,1625352,2023-05-12T14:37:41,Недовоз,part,1634.99,1427.83,127855,17404,Туалетная бумага и бумажные полотенца,Личная гигиена,1.0,218.99,218.99,218.99,218.99,,complete
1,127,5794928664694274558,2022-12-23T12:27:24,757543,2022-12-26T08:26:01,Другой товар,part,2040.87,1899.78,400891,22151985,Шоколад и шоколадные батончики,Сладости,2.0,359.0,359.0,718.0,718.0,,complete
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,11230,10712,Свежие фрукты,Фрукты и ягоды,1.008,89.89,90.61,90.61,90.61,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,26417,1106258,Свежие овощи,"Овощи, зелень, грибы",0.556,94.38,52.48,52.48,52.48,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,11185,69967,Свежие овощи,"Овощи, зелень, грибы",1.012,54.89,55.55,55.55,55.55,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,492262,134715,Мясо птицы,Мясо и птица,1.0,329.26,329.26,329.26,329.26,{mercury},canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,586536,15906059,Сосиски и сардельки,Колбасные изделия и мясные деликатесы,1.0,377.81,377.81,377.81,377.81,{mercury},canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,65902,94583,Макаронные изделия и паста,Бакалея,1.0,44.89,44.89,44.89,44.89,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,453588,92965,Овощные консервы и соленья,Консервированные продукты,1.0,119.89,119.89,119.89,119.89,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,627209,19163835,Макаронные изделия и паста,Бакалея,1.0,44.89,44.89,44.89,44.89,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,45520,226481,Свежие овощи,"Овощи, зелень, грибы",2.08,36.19,75.28,75.28,75.28,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,567405,15153305,Шоколад и шоколадные батончики,Сладости,1.0,68.99,68.99,68.99,68.99,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,303639,68358,Свежие овощи,"Овощи, зелень, грибы",1.068,43.89,46.87,46.87,46.87,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,360014,38613,Туалетная бумага и бумажные полотенца,Личная гигиена,1.0,199.99,199.99,199.99,199.99,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,364228,355991,Грибы,"Овощи, зелень, грибы",0.478,199.89,95.55,95.55,95.55,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,547194,1346513,"Крупы, бобы",Бакалея,1.0,122.6,122.6,122.6,122.6,,canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,303393,139143,Мясо птицы,Мясо и птица,1.05,249.99,262.49,262.49,262.49,{mercury},canceled
8,100,11743587943180852557,,,2023-07-08T16:29:50,Отмена заказа,full,2117.04,1840.65,429828,61749,"Булочки, пироги, выпечка",Хлеб и выпечка,1.0,129.89,129.89,129.89,129.89,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,8036,21350145,Консервы из рыбы и морепродуктов,Консервированные продукты,1.0,179.9,179.9,179.9,179.9,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,685560,385803,"Терки, овощерезки, измельчители",Кухонные инструменты и аксессуары,1.0,239.99,239.99,239.99,239.99,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,35383,15183,Мясо птицы,Мясо и птица,2.0,267.99,257.81,515.62,515.62,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,741406,363324,Субпродукты,Мясо и птица,2.0,150.99,150.99,301.98,301.98,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,991775,20458525,"Соленая, копченая, вяленая рыба",Рыба и морепродукты,1.0,2499.0,1249.5,1249.5,1249.5,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,819698,1125719,"Крупы, бобы",Бакалея,1.0,234.99,234.99,234.99,234.99,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,216167,46553,Растительные масла,Бакалея,2.0,129.9,129.9,259.8,259.8,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,278365,47173,"Соленая, копченая, вяленая рыба",Рыба и морепродукты,2.0,181.99,181.99,363.98,363.98,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,897584,57076,"Булочки, пироги, выпечка",Хлеб и выпечка,2.0,299.99,299.99,599.98,599.98,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,47394,23488942,"Горчица, хрен, аджика","Соусы, специи и приправы",1.0,188.96,188.96,188.96,188.96,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,62760,17309632,"Горчица, хрен, аджика","Соусы, специи и приправы",1.0,69.99,69.99,69.99,69.99,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,274759,126751,Морепродукты,Рыба и морепродукты,1.0,419.0,419.0,419.0,419.0,,canceled
15,247,17946366979476481001,,3753732,2023-12-29T18:49:29,Отмена заказа,full,5081.69,5081.68,93389,394519,Морепродукты,Рыба и морепродукты,2.0,229.0,229.0,458.0,458.0,,canceled
9,33,7678133522686865533,,,2023-04-20T10:34:11,Отмена заказа,full,817.73,817.73,488,1557139,Мясо птицы,Мясо и птица,0.906,317.0,287.2,287.2,287.2,,canceled
9,33,7678133522686865533,,,2023-04-20T10:34:11,Отмена заказа,full,817.73,817.73,17525,300642,Молоко,"Молочные продукты, яйца",1.0,60.0,60.0,60.0,60.0,,canceled
9,33,7678133522686865533,,,2023-04-20T10:34:11,Отмена заказа,full,817.73,817.73,18641,92236,Свежие ягоды,Фрукты и ягоды,1.0,285.0,285.0,285.0,285.0,,canceled
9,33,7678133522686865533,,,2023-04-20T10:34:11,Отмена заказа,full,817.73,817.73,151,84849,Кисломолочные продукты,"Молочные продукты, яйца",1.0,53.0,53.0,53.0,53.0,,canceled
9,33,7678133522686865533,,,2023-04-20T10:34:11,Отмена заказа,full,817.73,817.73,731,84930,Свежие фрукты,Фрукты и ягоды,1.506,88.0,132.53,132.53,132.53,,canceled
8,261,16017083442380503613,,,2022-10-29T12:23:33,Отмена заказа,full,2090.34,1984.0,455163,137343,Сгущенное молоко,"Молочные продукты, яйца",1.0,61.99,61.99,61.99,61.99,"{mercury,chestny_znak}",canceled
8,261,16017083442380503613,,,2022-10-29T12:23:33,Отмена заказа,full,2090.34,1984.0,94429,218694,Свежие фрукты,Фрукты и ягоды,0.31,94.69,29.35,29.35,29.35,,canceled
8,261,16017083442380503613,,,2022-10-29T12:23:33,Отмена заказа,full,2090.34,1984.0,436176,1433862,"Миксеры, блендеры",Мелкая техника для кухни,1.0,1999.0,1999.0,1999.0,1999.0,,canceled
8,409,8383919553724998136,2023-05-15T12:06:42,1645212,2023-05-15T12:42:09,Другой товар,part,2533.48,2181.58,578401,17062291,Колбасы,Колбасные изделия и мясные деликатесы,3.0,129.99,129.99,389.97,389.97,{mercury},complete
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,580079,152230,Сыры,Сыры,1.0,139.99,139.99,139.99,139.99,"{mercury,chestny_znak}",canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,162743,30669,Свежие овощи,"Овощи, зелень, грибы",0.33,290.03,95.71,95.71,95.71,,canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,312075,10180,Молоко,"Молочные продукты, яйца",1.0,89.99,89.99,89.99,89.99,"{mercury,chestny_znak}",canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,48122,213851,"Хлеб, тосты, лаваш",Хлеб и выпечка,1.0,36.85,36.85,36.85,36.85,,canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,433337,22804,Йогурты,"Молочные продукты, яйца",2.0,59.94,59.94,119.88,119.88,"{mercury,chestny_znak}",canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,493875,128462,Средства для ванных комнат и туалета,Чистящие и моющие средства,1.0,198.99,198.99,198.99,198.99,,canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,364109,140505,Майонез,"Соусы, специи и приправы",1.0,139.99,139.99,139.99,139.99,,canceled
8,714,2059087311546608277,,,2023-01-05T06:13:50,Отмена заказа,full,952.95,847.62,41203,72224,Свежие овощи,"Овощи, зелень, грибы",0.572,229.99,131.55,131.55,131.55,,canceled
8,732,831595603578662323,,,2023-02-17T08:48:06,Отмена заказа,full,549.55,478.65,567405,15153305,Шоколад и шоколадные батончики,Сладости,1.0,79.89,79.89,79.89,79.89,,canceled
8,732,831595603578662323,,,2023-02-17T08:48:06,Отмена заказа,full,549.55,478.65,583798,24534575,Торты и пирожные,Сладости,1.0,469.66,469.66,469.66,469.66,,canceled
1,136,2887990228249267913,,3105852,2023-11-11T10:44:47,Отмена заказа,full,508.9,437.65,226180,721475,Сыры,Сыры,1.0,259.0,259.0,259.0,259.0,"{mercury,chestny_znak_b2b,chestny_znak}",canceled
1,136,2887990228249267913,,3105852,2023-11-11T10:44:47,Отмена заказа,full,508.9,437.65,400922,61450,Мука,Бакалея,1.0,54.9,54.9,54.9,54.9,,canceled
1,136,2887990228249267913,,3105852,2023-11-11T10:44:47,Отмена заказа,full,508.9,437.65,226173,24217317,Сыры,Сыры,1.0,195.0,195.0,195.0,195.0,"{mercury,chestny_znak_b2b,chestny_znak}",canceled
15,171,10630815545321770940,2022-11-21T11:44:29,550594,2022-11-21T12:33:48,Качество товара,part,2326.9,2351.86,205506,1317557,"Сухофрукты, фруктовые чипсы","Сухофрукты, орехи, семечки",0.224,179.0,40.1,40.1,40.1,,complete
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,557198,10712,Свежие фрукты,Фрукты и ягоды,1.085,74.9,81.27,81.27,81.27,,canceled
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,106190,1424266,Рыба,Рыба и морепродукты,0.782,299.0,233.82,233.82,233.82,{mercury},canceled
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,474021,12521,Вода питьевая и минеральная,Безалкогольные напитки и соки,12.0,17.9,17.9,214.8,214.8,"{chestny_znak_b2b,chestny_znak}",canceled
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,646194,15174066,Сливочное масло и маргарин,"Молочные продукты, яйца",1.0,99.0,99.0,99.0,99.0,"{mercury,chestny_znak_b2b,chestny_znak}",canceled
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,598368,108335,"Соленая, копченая, вяленая рыба",Рыба и морепродукты,1.0,91.34,91.34,91.34,91.34,{mercury},canceled
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,455597,146940,Колбасы,Колбасные изделия и мясные деликатесы,0.41,322.0,132.02,132.02,132.02,{mercury},canceled
1,105,1519766390256472940,,,2022-12-18T07:09:51,Отмена заказа,full,889.0,1717.62,470349,101665,Свежие овощи,"Овощи, зелень, грибы",0.46,79.9,36.75,36.75,36.75,,canceled
1,127,11170598286924972968,,,2022-12-13T07:50:37,Отмена заказа,full,298.0,256.3,529275,78390,"Бокалы, стаканы, фужеры",Сервировка стола,1.0,29.0,29.0,29.0,29.0,,canceled
1,127,11170598286924972968,,,2022-12-13T07:50:37,Отмена заказа,full,298.0,256.3,610531,83197,"Графины, кувшины",Сервировка стола,1.0,269.0,269.0,269.0,269.0,,canceled
8,369,13396009099135457146,2023-03-06T08:55:25,1160747,2023-03-06T09:16:08,Другой товар,part,2179.82,1503.24,649727,20325763,"Соки, нектары и морсы",Безалкогольные напитки и соки,1.0,153.15,153.15,153.15,153.15,,complete
8,369,13396009099135457146,2023-03-06T08:55:25,1161415,2023-03-06T10:33:18,Другой товар,part,2179.82,1503.24,365730,40969,Подгузники и трусики,Гигиена и уход,1.0,1399.0,1399.0,1399.0,1399.0,,complete
8,711,13487476534305717688,2022-12-16T15:21:16,699866,2022-12-17T06:04:53,Качество товара,part,5225.79,4748.45,249082,41679,Свежие овощи,"Овощи, зелень, грибы",1.0,189.99,189.99,189.99,189.99,,complete
29,378,17012695884122166091,2022-11-17T07:52:15,531091,2022-11-17T11:51:52,Недовоз,part,3554.39,3398.93,537264,322328,Яйца,"Молочные продукты, яйца",1.0,185.9,185.9,185.9,185.9,,complete
1,105,10113144019138263287,2024-03-23T10:15:31,4907350,2024-03-23T11:07:32,Другой товар,part,2901.21,2514.97,103493,1146008,Свежие фрукты,Фрукты и ягоды,0.3,119.0,35.7,35.7,35.7,,complete
1,105,10113144019138263287,2024-03-23T10:15:31,4907350,2024-03-23T11:07:32,Другой товар,part,2901.21,2514.97,223944,25193810,Овощные консервы и соленья,Консервированные продукты,2.0,85.9,85.9,171.8,171.8,,complete
8,128,12552880781870230591,2024-03-14T18:25:51,4800901,2024-03-14T19:14:49,Недовоз,part,2941.65,2341.2,567728,1549295,Активные игры,Игрушки и игры,1.0,169.0,169.0,169.0,169.0,,complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,534430,108715,Салаты и закуски,Готовые блюда и полуфабрикаты,1.0,109.99,109.99,109.99,109.99,,complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,576248,15166391,Сыры,Сыры,1.0,112.98,112.98,112.98,112.98,"{mercury,chestny_znak}",complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,46766,60482,Творог и творожная масса,"Молочные продукты, яйца",1.0,42.99,42.99,42.99,42.99,"{mercury,chestny_znak}",complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,855491,19415697,Творог и творожная масса,"Молочные продукты, яйца",1.0,64.98,64.98,64.98,64.98,"{mercury,chestny_znak}",complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,100489,24334453,Икра,Рыба и морепродукты,1.0,172.99,172.99,172.99,172.99,,complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,69518,1467067,Сыры,Сыры,1.0,120.99,120.99,120.99,120.99,"{mercury,chestny_znak}",complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,917861,61354,Сгущенное молоко,"Молочные продукты, яйца",1.0,54.99,54.99,54.99,54.99,"{mercury,chestny_znak}",complete
15,366,9047664715067305194,2023-06-30T10:39:53,1979087,2023-06-30T19:34:17,Недовоз,part,4924.65,4930.84,925084,19247145,Сыры,Сыры,1.0,115.99,115.99,115.99,115.99,"{mercury,chestny_znak}",complete
1,381,13022475171862596742,,,2022-12-28T10:07:54,Отмена заказа,full,1267.0,1046.6,540113,36166,Специи и пряности,"Соусы, специи и приправы",2.0,339.0,339.0,678.0,678.0,,canceled
1,381,13022475171862596742,,,2022-12-28T10:07:54,Отмена заказа,full,1267.0,1046.6,101576,921437,Специи и пряности,"Соусы, специи и приправы",1.0,299.0,299.0,299.0,299.0,,canceled
1,381,13022475171862596742,,,2022-12-28T10:07:54,Отмена заказа,full,1267.0,1046.6,231440,26483,Приправы,"Соусы, специи и приправы",1.0,290.0,290.0,290.0,290.0,,canceled
1,82,7014528755004156616,2023-03-04T09:50:36,1144329,2023-03-04T12:23:21,Другой товар,part,9204.34,7915.72,316010,19067,"Терки, овощерезки, измельчители",Кухонные инструменты и аксессуары,1.0,4999.0,4999.0,4999.0,4999.0,,complete
1,136,17866167296405842786,2024-01-18T14:04:43,4002343,2024-01-18T14:31:05,Качество товара,part,7274.61,6293.45,14221,208844,Свежие овощи,"Овощи, зелень, грибы",1.0,68.9,68.9,68.9,68.9,,complete
1,136,17866167296405842786,2024-01-18T14:04:43,4002343,2024-01-18T14:31:05,Качество товара,part,7274.61,6293.45,567207,45580,Свежие овощи,"Овощи, зелень, грибы",0.39,349.0,136.11,136.11,136.11,,complete
8,781,1456607080746284739,,,2023-01-24T05:40:21,Отмена заказа,full,6408.74,6170.49,146973,10176,Молоко,"Молочные продукты, яйца",12.0,92.99,92.99,1115.88,1115.88,"{mercury,chestny_znak}",canceled
8,781,1456607080746284739,,,2023-01-24T05:40:21,Отмена заказа,full,6408.74,6170.49,354553,1560281,Жевательные резинки,Сладости,15.0,29.89,29.89,448.35,448.35,,canceled
8,781,1456607080746284739,,,2023-01-24T05:40:21,Отмена заказа,full,6408.74,6170.49,73105,477756,Шоколад и шоколадные батончики,Сладости,32.0,54.89,54.89,1756.48,1756.48,,canceled
8,781,1456607080746284739,,,2023-01-24T05:40:21,Отмена заказа,full,6408.74,6170.49,355227,15772,Жевательные резинки,Сладости,15.0,29.89,29.89,448.35,448.35,,canceled
8,781,1456607080746284739,,,2023-01-24T05:40:21,Отмена заказа,full,6408.74,6170.49,73103,52453,Шоколад и шоколадные батончики,Сладости,32.0,47.4,47.4,1516.8,1516.8,,canceled
8,781,1456607080746284739,,,2023-01-24T05:40:21,Отмена заказа,full,6408.74,6170.49,268466,49134,Шоколад и шоколадные батончики,Сладости,32.0,35.09,35.09,1122.88,1122.88,,canceled
1,211,1876275362885126766,,5239642,2024-04-18T08:20:34,Отмена заказа,full,3117.8,,470306,1504977,Свежие овощи,"Овощи, зелень, грибы",25.0,22.99,11.5,575.0,575.0,,canceled
1,211,1876275362885126766,,5239642,2024-04-18T08:20:34,Отмена заказа,full,3117.8,,237795,16236530,Средства для стирки,Стирка и уход за одеждой,1.0,969.0,969.0,969.0,969.0,,canceled
1,211,1876275362885126766,,5239642,2024-04-18T08:20:34,Отмена заказа,full,3117.8,,210381,23762940,Сахар и сахарозаменители,Бакалея,2.0,364.9,364.9,729.8,729.8,,canceled
1,211,1876275362885126766,,5239642,2024-04-18T08:20:34,Отмена заказа,full,3117.8,,470350,121640,Свежие овощи,"Овощи, зелень, грибы",15.0,32.99,16.5,495.0,495.0,,canceled
1,211,1876275362885126766,,5239642,2024-04-18T08:20:34,Отмена заказа,full,3117.8,,207493,22996612,Макаронные изделия и паста,Бакалея,1.0,349.0,349.0,349.0,349.0,,canceled
8,450,7426861378564696576,,,2022-12-12T05:21:32,Отмена заказа,full,1085.54,1105.54,43530,24913613,Сыры,Сыры,1.0,259.0,259.0,259.0,259.0,"{mercury,chestny_znak}",canceled
8,450,7426861378564696576,,,2022-12-12T05:21:32,Отмена заказа,full,1085.54,1105.54,216354,52417,"Овощные полуфабрикаты, смеси","Овощи, зелень, грибы",1.0,99.89,99.89,99.89,99.89,,canceled
8,450,7426861378564696576,,,2022-12-12T05:21:32,Отмена заказа,full,1085.54,1105.54,301668,218695,Свежие фрукты,Фрукты и ягоды,0.974,69.19,67.39,67.39,67.39,,canceled
8,450,7426861378564696576,,,2022-12-12T05:21:32,Отмена заказа,full,1085.54,1105.54,299369,217918,"Овощные полуфабрикаты, смеси","Овощи, зелень, грибы",1.0,99.99,99.99,99.99,99.99,,canceled
8,450,7426861378564696576,,,2022-12-12T05:21:32,Отмена заказа,full,1085.54,1105.54,521125,146976,"Пельмени, манты, вареники",Готовые блюда и полуфабрикаты,1.0,219.89,219.89,219.89,219.89,{mercury},canceled
