shipment_id,total_cost
3598120330,214.00
279218575,59.00
4193160051,59.00
47691554,149.00
3099837859,59.00
1919207121,199.00
3302146757,59.00
947428377,59.00
3768625578,449.00
3172897218,59.00
3564832851,228.00
1010115183,124.00
3997027124,59.00
962762788,0.00
1742356321,0.00
73688599,444.00
1760076822,59.00
137890002,64.00
2634756760,59.00
4024146604,149.00
961784021,59.00
4222313843,0.00
995376445,59.00
1444698191,59.00
346458041,59.00
1083616126,0.00
3969206199,0.00
2055093521,59.00
3693069425,59.00
3136068971,59.00
452611348,59.00
3153851869,59.00
879679512,59.00
3518317607,0.00
269089564,59.00
1234348813,59.00
1288043552,59.00
1750409365,0.00
3862782988,69.00
423560861,94.00
3806273850,0.00
3054703015,59.00
1068619637,349.00
164075729,308.00
647149508,339.00
3612017438,59.00
2697326819,144.00
1692032181,149.00
3998830061,59.00
2068921098,0.00
3395718065,59.00
1508901407,59.00
351276241,208.00
3038040054,59.00
349981377,208.00
3208473284,149.00
3427631915,59.00
2625501181,59.00
464072098,59.00
3867492155,59.00
686091685,59.00
268394359,0.00
3045677419,59.00
457407431,194.00
4233459163,0.00
1706111965,0.00
1670173364,59.00
2734052709,109.00
638178872,59.00
841346292,59.00
2805972789,59.00
4144506991,59.00
1670108372,0.00
1731265876,59.00
2119410436,59.00
2938453466,59.00
1592482383,59.00
3198290752,59.00
2350964589,208.00
487700345,59.00
3796640340,74.00
1202202303,59.00
2744015160,59.00
2635685695,419.00
174816371,59.00
3110075008,59.00
3891370036,59.00
9797391,59.00
1192231944,0.00
2075183219,59.00
2932950650,59.00
867748803,59.00
1928640172,0.00
1946730831,228.00
3876687334,224.00
1670710951,59.00
3277795686,59.00
136608954,0.00
4030273267,0.00
417334175,59.00
1109690329,0.00
2921946161,59.00
162703002,208.00
1793175361,0.00
2121274344,59.00
790122257,59.00
1953911926,59.00
3119469972,59.00
3797395373,59.00
1305591061,59.00
853667809,279.00
2949100776,244.00
209920383,59.00
3768782318,59.00
1732515195,178.00
2878289596,388.00
3352893589,149.00
3770414480,149.00
1172278931,59.00
1220259564,59.00
1923914175,59.00
3679696143,149.00
2735221836,59.00
3172006730,0.00
3280540170,59.00
3736785137,0.00
403144968,59.00
1740878787,59.00
2746393176,120.00
1199842670,328.00
1588737579,0.00
1575342839,208.00
1669886005,188.00
2714478792,59.00
3150321280,59.00
3882429692,74.00
3924092328,0.00
2894776631,59.00
1178757242,0.00
2478509308,158.00
3987073006,0.00
4184510380,59.00
440808895,59.00
3322444207,59.00
2863200573,59.00
911142031,89.00
175698098,59.00
1161014483,288.00
3959479370,59.00
1170313081,59.00
1027218043,59.00
2134433164,59.00
2497979266,59.00
2622707999,59.00
2969982419,134.00
4245397488,59.00
1109293084,59.00
4194235368,208.00
2434333090,178.00
1682268608,0.00
1563883215,228.00
2886417788,59.00
3434895349,59.00
1358924949,59.00
4039980331,0.00
440651856,208.00
27751038,59.00
2274573428,59.00
1490815649,208.00
1827364433,478.00
599398148,0.00
1258501100,208.00
3804277542,59.00
833103563,59.00
4240745175,59.00
658398444,179.00
4220841534,174.00
2023509283,59.00
2222083060,629.00
3546180365,59.00
1789229861,59.00
2270589952,208.00
3434311027,59.00
1503694599,59.00
2888496357,59.00
3136584595,59.00
1037724254,59.00
4284997551,109.00
2895026983,59.00
1690046626,149.00
2317753867,59.00
196648038,0.00
1505852044,59.00
3431926123,59.00
3918544502,84.00
2769675499,449.00
228964695,59.00
1503806056,208.00
3538951569,59.00
2544751495,259.00
3014407097,59.00
3799915616,74.00
913034952,59.00
2261694719,59.00
394627106,228.00
543507963,59.00
3973145768,149.00
3802802405,59.00
4128200408,244.00
3195881128,0.00
2065769986,109.00
286649582,0.00
1078942553,59.00
2094453914,59.00
2853906763,59.00
613521832,578.00
2550964152,59.00
4286053733,59.00
3659005962,59.00
1441028761,59.00
1412656026,59.00
3047345202,59.00
2739591673,59.00
418829230,59.00
3161910462,134.00
2698157898,59.00
812780147,59.00
1264121303,188.00
2802504981,59.00
351369920,198.00
2791616206,59.00
539446244,59.00
4175784190,139.00
820253834,59.00
3051462635,59.00
501944941,59.00
2554276839,149.00
1784178334,188.00
1084822986,59.00
341264045,59.00
2525600780,59.00
1847799191,59.00
2724163653,149.00
1557413170,290.00
227262935,59.00
416099173,0.00
54902559,59.00
3937011928,59.00
314710224,168.00
1352735879,308.00
3813315071,59.00
2747057739,59.00
1101368374,59.00
4180900237,59.00
3861203072,59.00
3559420220,0.00
1044081182,0.00
2306296580,59.00
885270882,59.00
1909472338,59.00
1323782194,79.00
2925198929,59.00
73106443,64.00
3506524434,134.00
3414680786,59.00
2485861338,208.00
939280114,59.00
872997048,149.00
1578460533,179.00
1457993393,228.00
2628062319,208.00
2426023733,59.00
3505201655,0.00
1829926701,59.00
1135605645,59.00
2452680340,59.00
1311117758,278.00
3131877200,0.00
2863452899,59.00
994433639,208.00
2279540874,0.00
1168229715,0.00
1142308554,208.00
2181099590,59.00
549583859,0.00
2837189914,0.00
1702329383,283.00
4001337291,59.00
3320460215,0.00
1901559338,59.00
2928991960,154.00
4256654101,59.00
2342791211,59.00
2364872062,0.00
2210836334,188.00
1909814390,134.00
513446012,59.00
2847746781,98.00
120471942,59.00
1708773075,59.00
2212385712,59.00
1271543070,188.00
2843160571,59.00
2954796837,59.00
1206156306,59.00
471374644,59.00
4241506187,59.00
965555721,59.00
286757558,648.00
3299582871,258.00
838978661,59.00
420662801,59.00
3064042865,79.00
479818526,208.00
547784807,179.00
1999085650,0.00
3303795583,389.00
1531595883,59.00
3845711622,59.00
3081958141,169.00
1526738214,228.00
2935332609,59.00
4178813767,498.00
3482754084,59.00
3531763120,98.00
3124823763,59.00
3109585370,208.00
1863599487,59.00
809564437,109.00
2924718167,208.00
4025571046,59.00
4050518190,59.00
3647807552,59.00
1141862524,78.00
775878410,109.00
467867229,59.00
3598258027,120.00
1061614746,258.00
2746796194,59.00
1242927433,0.00
2767021009,59.00
692561285,59.00
1634131426,59.00
3100748419,59.00
1480468218,184.00
991378007,59.00
103000892,0.00
3736988104,59.00
18197233,59.00
4064517512,59.00
1296267495,59.00
42480368,59.00
2086397864,59.00
3784173259,149.00
1902763608,59.00
647857336,59.00
2793410820,59.00
3024704813,59.00
1163159737,59.00
2857246811,59.00
129961780,59.00
3266664612,59.00
2515959772,119.00
710698831,149.00
3464394339,238.00
554045594,59.00
507127686,0.00
2386089385,59.00
3362369949,109.00
1182416225,208.00
484506795,59.00
4197070575,0.00
4285641879,59.00
3398003367,188.00
2986505634,59.00
1521332567,179.00
3734355334,388.00
2605462550,0.00
304844830,59.00
1940937780,0.00
2051890521,218.00
3495264984,59.00
1307451256,59.00
481205360,149.00
809725383,59.00
300251672,258.00
1088645791,59.00
1401220348,0.00
1810344210,258.00
632053967,59.00
1440637232,59.00
2688428145,109.00
2981336540,198.00
1899415485,79.00
391720509,328.00
1340747784,98.00
2442072250,59.00
2728988362,59.00
1992525517,208.00
3935665786,188.00
3809383519,59.00
4152934499,0.00
3584679941,89.00
2711453492,59.00
147262354,59.00
326448412,59.00
3363602378,258.00
4033503428,79.00
1227396382,59.00
1577505739,109.00
1953054041,349.00
1690388917,0.00
3547228646,59.00
3503175573,0.00
609244663,0.00
2662717935,174.00
1040120616,59.00
2975362713,59.00
1964771654,59.00
684882229,59.00
2833390620,59.00
1682966540,59.00
308035426,64.00
2154876739,59.00
593162174,109.00
1208723770,104.00
2894379555,59.00
3158625937,149.00
2864775391,59.00
1181868086,59.00
2679763036,128.00
2696195107,235.00
2668211272,59.00
3463683808,149.00
3570763266,59.00
120969233,59.00
2453734529,258.00
921962430,59.00
3550199523,59.00
2190143809,78.00
867409090,59.00
3186123976,208.00
3889489452,59.00
3139417958,59.00
441158298,59.00
3019400295,59.00
959424312,59.00
1426881595,59.00
115141488,208.00
3241625825,59.00
3590107867,59.00
3620952341,149.00
2123448441,0.00
2947460212,59.00
3206839404,59.00
2618132716,59.00
754799496,59.00
4179030759,274.00
1475586460,149.00
3133450979,59.00
1136357277,0.00
3768400752,149.00
3887675837,109.00
1163797150,59.00
1433397841,208.00
2549065402,239.00
2929888863,59.00
1382401891,129.00
3269592652,298.00
1197421230,179.00
2167601021,228.00
2070803274,0.00
1276492503,59.00
1726371393,0.00
1109724309,258.00
4002800313,59.00
3080838351,59.00
394354426,299.00
838595946,179.00
2613615170,59.00
3900416387,0.00
766357280,59.00
3486294256,59.00
592445551,0.00
3527538721,59.00
1041494198,74.00
1627349711,239.00
2271770467,59.00
3400815657,0.00
3986068835,59.00
2696498723,0.00
2362492145,59.00
1624004973,59.00
3579937659,109.00
2892627911,0.00
3039445945,59.00
2278869882,0.00
465758941,208.00
1005984161,64.00
1866617418,59.00
1283845133,0.00
2476222218,59.00
3293445768,59.00
342537383,59.00
1835204022,59.00
1908560157,293.00
2753902141,59.00
3273175292,59.00
468030159,59.00
2224786343,59.00
486396779,0.00
2408391832,59.00
2008774691,64.00
3985253055,59.00
1780382126,0.00
1911959513,298.00
1445526738,0.00
3789245801,59.00
2151251903,59.00
845856154,79.00
232516247,59.00
750475019,59.00
3767931141,104.00
884584659,59.00
347054502,149.00
886953732,278.00
3679107598,59.00
919589599,0.00
3615221564,59.00
251636040,50.00
3715075506,0.00
992200655,59.00
2876097655,59.00
3553184827,59.00
4099345745,0.00
1052424735,279.00
3225634011,148.00
3174170941,204.00
1211139801,59.00
2732947499,433.00
401174272,59.00
2565607888,0.00
3668741707,149.00
4134099996,239.00
706235088,478.00
2388545987,349.00
1429016321,109.00
1377997322,59.00
1852958913,59.00
2829627902,0.00
3046875768,59.00
1729431769,59.00
2693472676,50.00
2100523707,109.00
2626213596,59.00
1544833918,59.00
1142646393,258.00
174738161,59.00
4255780933,109.00
1256420075,59.00
3436254492,134.00
2153919135,59.00
2333185879,0.00
219367691,0.00
1174025647,179.00
541127350,59.00
1800989821,59.00
2343838524,59.00
3895702648,59.00
3176556939,128.00
4000167284,59.00
2274734365,59.00
2351374207,59.00
2021133095,59.00
2700523454,144.00
2990340826,0.00
1603185818,0.00
3289319416,59.00
3983568761,244.00
3413315349,59.00
2616599399,59.00
3413608577,0.00
2513965762,59.00
757901856,59.00
768285265,194.00
971988174,59.00
266326553,178.00
826783301,59.00
255358001,59.00
648306404,59.00
3333628610,59.00
3910807213,149.00
37383833,59.00
4280189447,208.00
2403139184,208.00
449949659,59.00
2932703328,138.00
2616345394,109.00
3578203753,208.00
3735049700,59.00
3297490974,59.00
1394079436,59.00
2148258174,149.00
529047491,208.00
1534489017,0.00
2955998168,59.00
1810095832,204.00
1355269912,59.00
3518990483,129.00
1873734063,328.00
4080198644,59.00
1407854420,74.00
1367832325,59.00
1358625954,59.00
3339396621,0.00
2812803833,0.00
3571493863,59.00
260583852,0.00
3548689259,59.00
719735199,59.00
105710580,59.00
2524802607,0.00
1940572159,109.00
1242476620,59.00
3765576300,59.00
389008466,59.00
1637319129,0.00
3905989011,59.00
1651638643,59.00
3094555839,59.00
839077196,59.00
2727719937,59.00
1531461078,59.00
1860487637,0.00
3431702523,258.00
4110730736,174.00
3090274451,349.00
1974253163,59.00
2205580366,59.00
1393179297,109.00
3189995159,0.00
3149783434,59.00
1539953881,208.00
2834389046,59.00
3420413456,59.00
1760507919,59.00
2173754144,173.00
1157840905,179.00
3939830936,59.00
624784718,64.00
2203425426,59.00
2213417779,139.00
3437337590,208.00
817430056,99.00
1038993342,59.00
314958351,59.00
3976867874,59.00
730113175,0.00
3107519280,59.00
570551934,188.00
1372710789,149.00
101020784,109.00
301340730,59.00
351964292,208.00
1551104400,59.00
1401226264,208.00
4226887430,59.00
3928345466,179.00
2863077043,69.00
279161955,109.00
1075605372,149.00
3919656199,59.00
2552446836,59.00
2012775860,109.00
3295953169,179.00
2925690542,0.00
248398233,0.00
1875695235,59.00
1212481907,119.00
3422679101,59.00
2009366747,59.00
2300001126,69.00
1316328917,59.00
3858632077,0.00
1379088312,258.00
1918444645,144.00
730894709,109.00
1902418586,59.00
2013643715,328.00
117022699,59.00
3987968133,0.00
1427368010,109.00
779429080,59.00
309945669,0.00
3721590835,59.00
1693193043,59.00
1588295441,59.00
1609391344,59.00
3780611752,208.00
995874913,59.00
276079385,59.00
2192715679,204.00
3512966483,59.00
139436786,0.00
1253825629,59.00
1319041893,59.00
2123031751,59.00
729014678,0.00
3797513951,273.00
1362115597,59.00
1954691526,0.00
780528979,59.00
1403294000,59.00
1053786983,149.00
2330076553,59.00
3712011486,179.00
4281110975,234.00
3298050413,59.00
2315999172,239.00
519864023,99.00
1563700613,59.00
733859993,74.00
2250593480,59.00
3145602782,59.00
2390886344,149.00
1157166834,208.00
2016227757,0.00
4001251819,59.00
29515429,109.00
1326207134,59.00
792795660,59.00
2593774542,208.00
2681570628,59.00
3190121203,59.00
1291372394,0.00
2059242604,149.00
3710290882,208.00
2819384309,208.00
3193576529,59.00
436840281,179.00
1263826149,59.00
788089424,59.00
2131199139,59.00
3753379205,0.00
2450528900,59.00
2452831132,59.00
2845555320,169.00
2761370950,59.00
3630559630,59.00
1998249066,59.00
2929386018,59.00
1260412695,208.00
3040037820,59.00
2461969294,59.00
544805716,179.00
2897166209,59.00
155440645,0.00
4103593990,59.00
1625466888,0.00
4269749017,178.00
2372389107,59.00
1558450781,0.00
2607584763,0.00
2558038659,529.00
2224159053,0.00
396125736,109.00
690697800,59.00
3851060323,109.00
3656789193,208.00
3111004055,298.00
2725448875,0.00
2530823501,188.00
49558801,59.00
2459773918,59.00
2730675564,59.00
4197388655,309.00
1377098956,59.00
762283000,0.00
1380242940,59.00
424930460,59.00
3576367071,0.00
3465989585,59.00
995320201,59.00
636289638,59.00
2412089648,149.00
3791346506,59.00
700794804,0.00
3139041559,188.00
2929937979,0.00
2530598060,59.00
2795128157,124.00
3689741228,149.00
568569481,208.00
2827269560,404.00
2675283391,59.00
3553394781,239.00
717235696,0.00
2109797319,64.00
76987022,149.00
2087454237,59.00
277490770,118.00
2422130258,59.00
3697776295,59.00
4241141697,0.00
1388443824,59.00
2278588906,59.00
3344763880,208.00
4018097663,59.00
3406591657,0.00
1962222352,244.00
1380324407,59.00
3483479278,208.00
2013472770,188.00
421336232,239.00
2736025567,0.00
3567826451,59.00
1348818112,59.00
3054996610,208.00
3841652414,59.00
2604197119,59.00
3780675497,59.00
160372669,59.00
2062453942,208.00
3336171113,258.00
4092729631,228.00
3781749842,59.00
3850559156,59.00
3642781871,0.00
2797350623,508.00
1062146622,59.00
4127867037,449.00
3887591156,59.00
1050221167,59.00
1924287173,90.00
1640185741,59.00
1004423072,59.00
4048899306,59.00
3860734989,179.00
3995425625,59.00
3123899547,59.00
534606209,59.00
3553072306,59.00
626424118,59.00
503007760,109.00
2438897275,109.00
3438813319,59.00
701677663,208.00
3577952541,59.00
3374534505,149.00
3212082801,208.00
1194089832,59.00
3671477490,188.00
1003289075,0.00
1523043333,208.00
1181008798,59.00
1690649679,59.00
1081960706,59.00
2618638243,59.00
2360020088,59.00
1675738479,109.00
3950682555,179.00
1547595649,59.00
2685544232,59.00
3071375520,0.00
3618352307,0.00
1389596143,59.00
169029539,59.00
797572477,59.00
4180673924,59.00
686787027,84.00
1839962331,478.00
2655528200,359.00
1143225417,59.00
1615070686,278.00
2940460692,59.00
896351311,194.00
